Mod:Item:MetaData, Localized Name
draconicevolution:crafting_injector:3, 混沌注入合成装置
draconicevolution:celestial_manipulator, 苍穹变换器
draconicevolution:energy_crystal:0, 基础能量中继水晶
draconicevolution:energy_crystal:1, 飞龙能量中继水晶
draconicevolution:energy_crystal:2, 神龙能量中继水晶
draconicevolution:energy_crystal:3, 基础能量端口水晶
draconicevolution:energy_crystal:4, 飞龙能量端口水晶
draconicevolution:energy_crystal:5, 神龙能量端口水晶
draconicevolution:energy_crystal:6, 基础无线能量水晶
draconicevolution:energy_crystal:7, 飞龙无线能量水晶
draconicevolution:energy_crystal:8, 神龙无线能量水晶
draconicevolution:flow_gate:0, 能量阀门
draconicevolution:flow_gate:8, 流体阀门
draconicevolution:reactor_core, 反应堆核心
draconicevolution:reactor_part:0, 反应堆稳定器框架
draconicevolution:reactor_part:1, 反应堆稳定器内转子
draconicevolution:reactor_part:2, 反应堆稳定器外转子
draconicevolution:reactor_part:3, 反应堆稳定器转子总成
draconicevolution:reactor_part:4, 反应堆稳定器聚焦环
draconicevolution:reactor_component:0, 反应堆稳定器
draconicevolution:reactor_component:1, 反应堆能量注入器
draconicevolution:draconic_spawner, 稳定刷怪箱
draconicevolution:draconium_chest, 龙箱
draconicevolution:chaos_crystal, 混沌水晶
draconicevolution:chaos_shard_atmos, tile.draconicevolution:chaos_shard_atmos.name
draconicevolution:creative_rf_source, 创造RF能源
draconicevolution:placed_item, 已放置的物品
draconicevolution:draconium_dust, 龙尘
draconicevolution:draconium_ingot, 龙锭
draconicevolution:draconic_ingot, 觉醒龙锭
draconicevolution:draconic_core, 龙芯
draconicevolution:wyvern_core, 双足飞龙核心
draconicevolution:awakened_core, 觉醒核心
draconicevolution:chaotic_core, 混沌核心
draconicevolution:wyvern_energy_core, 飞龙能量核心
draconicevolution:draconic_energy_core, 神龙能量核心
draconicevolution:dragon_heart, 龙之心
draconicevolution:debugger, item.draconicevolution:debugger.name
draconicevolution:nugget:0, 龙粒
draconicevolution:nugget:1, 觉醒龙粒
draconicevolution:chaos_shard:0, 混沌碎片
draconicevolution:chaos_shard:1, 大的混沌碎片
draconicevolution:chaos_shard:2, 小的混沌碎片
draconicevolution:chaos_shard:3, 极小混沌碎片
draconicevolution:draconium_capacitor:0, 飞龙通量容器
draconicevolution:draconium_capacitor:0, 飞龙通量容器
draconicevolution:draconium_capacitor:0, 飞龙通量容器
draconicevolution:draconium_capacitor:1, 神龙通量容器
draconicevolution:draconium_capacitor:1, 神龙通量容器
draconicevolution:draconium_capacitor:1, 神龙通量容器
draconicevolution:draconium_capacitor:2, 创造通量容器
draconicevolution:wyvern_axe, 双足飞龙斧
draconicevolution:wyvern_bow, 双足飞龙弓
draconicevolution:wyvern_pick, 双足飞龙镐
draconicevolution:wyvern_shovel, 双足飞龙锹
draconicevolution:wyvern_sword, 双足飞龙剑
draconicevolution:draconic_axe, 神龙斧
draconicevolution:draconic_bow, 神龙弓
draconicevolution:draconic_hoe, 神龙锄
draconicevolution:draconic_pick, 神龙镐
draconicevolution:draconic_shovel, 神龙锹
draconicevolution:draconic_staff_of_power, 神龙之力权杖
draconicevolution:draconic_sword, 神龙剑
draconicevolution:tool_upgrade:0, 升级核心（RF容量）
draconicevolution:tool_upgrade:1, 升级核心（挖掘速度）
draconicevolution:tool_upgrade:2, 升级核心（范围挖掘）
draconicevolution:tool_upgrade:3, 升级核心（攻击伤害）
draconicevolution:tool_upgrade:4, 升级核心（范围攻击）
draconicevolution:tool_upgrade:5, 升级核心（箭矢伤害）
draconicevolution:tool_upgrade:6, 升级核心（拉弓速度）
draconicevolution:tool_upgrade:7, 升级核心（箭矢速度）
draconicevolution:tool_upgrade:8, 升级核心（护盾充能）
draconicevolution:tool_upgrade:9, 升级核心（护盾恢复）
draconicevolution:tool_upgrade:10, 升级核心（移动速度）
draconicevolution:tool_upgrade:11, 升级核心（跳跃提升）
draconicevolution:dislocator, 传送符咒
draconicevolution:dislocator_advanced, 高级传送符咒
draconicevolution:dislocator_bound:1, 绑定传送符咒（点对点）
draconicevolution:dislocator_bound:2, 绑定传送符咒（玩家）
draconicevolution:magnet:0, 物品传送符咒
draconicevolution:magnet:1, 觉醒物品传送符咒
draconicevolution:crystal_binder, 水晶绑定扳手
draconicevolution:wyvern_helm, 双足飞龙头盔
draconicevolution:wyvern_chest, 双足飞龙胸甲
draconicevolution:wyvern_legs, 双足飞龙护腿
draconicevolution:wyvern_boots, 双足飞龙靴
draconicevolution:draconic_helm, 神龙头盔
draconicevolution:draconic_chest, 神龙胸甲
draconicevolution:draconic_legs, 神龙护腿
draconicevolution:draconic_boots, 神龙靴
draconicevolution:info_tablet, 龙之进化信息板
draconicevolution:mob_soul, 生物灵魂
draconicevolution:creative_exchanger, 创造方块转换器
draconicevolution:ender_energy_manipulator, 末影操纵者
thermalexpansion:machine:0, 红石炉 (基础)
thermalexpansion:machine:1, 磨粉机 (基础)
thermalexpansion:machine:2, 锯木机 (基础)
thermalexpansion:machine:3, 感应炉 (基础)
thermalexpansion:machine:4, 有机灌注器 (基础)
thermalexpansion:machine:5, 压缩机 (基础)
thermalexpansion:machine:6, 熔岩炉 (基础)
thermalexpansion:machine:7, 流体精炼机 (基础)
thermalexpansion:machine:8, 流体转置机 (基础)
thermalexpansion:machine:9, 能量灌注机 (基础)
thermalexpansion:machine:10, 离心机 (基础)
thermalexpansion:machine:11, 循环装配台 (基础)
thermalexpansion:machine:12, 药水酿造机 (基础)
thermalexpansion:machine:13, 附魔机 (基础)
thermalexpansion:machine:14, 冷冻机 (基础)
thermalexpansion:machine:15, 造石机 (基础)
thermalexpansion:device:0, 蓄水器
thermalexpansion:device:1, 焚毁炉
thermalexpansion:device:2, 外置散热器
thermalexpansion:device:3, 树汁提取器
thermalexpansion:device:4, 水产捕捞器
thermalexpansion:device:5, 物品分配器
thermalexpansion:device:6, 流体分配器
thermalexpansion:device:7, 矿词转换器
thermalexpansion:device:8, 经验液化器
thermalexpansion:device:9, 药水雾化器
thermalexpansion:device:10, 公式处理器
thermalexpansion:device:11, 生物捕捉器
thermalexpansion:device:12, 真空箱子
thermalexpansion:dynamo:0, 蒸汽能源炉 (基础)
thermalexpansion:dynamo:1, 热力能源炉 (基础)
thermalexpansion:dynamo:2, 压缩能源炉 (基础)
thermalexpansion:dynamo:3, 反应能源炉 (基础)
thermalexpansion:dynamo:4, 弱化能源炉 (基础)
thermalexpansion:dynamo:5, 通货能源炉 (基础)
thermalexpansion:cell:0, 能量单元 (基础)
thermalexpansion:tank:0, 便携储罐 (基础)
thermalexpansion:cache:0, 储物箱 (基础)
thermalexpansion:strongbox:0, 保险箱 (基础)
thermalexpansion:capacitor:0, 通量电容（基础）
thermalexpansion:capacitor:1, 通量电容（硬化）
thermalexpansion:capacitor:2, 通量电容（强化）
thermalexpansion:capacitor:3, 通量电容（信素）
thermalexpansion:capacitor:4, 通量电容（谐振）
thermalexpansion:capacitor:32000, 通量电容（创造）
thermalexpansion:reservoir:0, 大桶（基础）
thermalexpansion:reservoir:1, 大桶（硬化）
thermalexpansion:reservoir:2, 大桶（强化）
thermalexpansion:reservoir:3, 大桶（信素）
thermalexpansion:reservoir:4, 大桶（谐振）
thermalexpansion:reservoir:32000, 大桶（创造）
thermalexpansion:satchel:0, 背包（基础）
thermalexpansion:satchel:1, 背包（硬化）
thermalexpansion:satchel:2, 背包（强化）
thermalexpansion:satchel:3, 背包（信素）
thermalexpansion:satchel:4, 背包（谐振）
thermalexpansion:satchel:100, 背包（虚空）
thermalexpansion:satchel:32000, 背包（创造）
thermalexpansion:frame:0, 机器框架
thermalexpansion:frame:64, 设备框架
thermalexpansion:frame:128, 能量单元框架
thermalexpansion:frame:129, 硬化能量单元框架
thermalexpansion:frame:130, 强化能量单元框架（空）
thermalexpansion:frame:131, 信素能量单元框架（空）
thermalexpansion:frame:132, 谐振能量单元框架（空）
thermalexpansion:frame:146, 强化能量单元框架（满）
thermalexpansion:frame:147, 信素能量单元框架（满）
thermalexpansion:frame:148, 谐振能量单元框架（满）
thermalexpansion:augment:128, 升级: 辅助接受线圈
thermalexpansion:augment:129, 升级: 辅助筛子装置
thermalexpansion:augment:130, 升级: 副产焚毁仓室
thermalexpansion:augment:256, 升级: 混合烹饪仓室
thermalexpansion:augment:257, 升级: 通量阳极电镀
thermalexpansion:augment:258, 升级: 高温热解转化
thermalexpansion:augment:273, 升级: 板块矿质引发
thermalexpansion:augment:288, 升级: 树脂导流通道
thermalexpansion:augment:303, 升级: 冶金元素自持
thermalexpansion:augment:304, 升级: 炽焱高温裂解
thermalexpansion:augment:320, 升级: 土壤肥力恢复
thermalexpansion:augment:323, 升级: 树苗灌注基底
thermalexpansion:augment:324, 升级: 自动轮作循环
thermalexpansion:augment:336, 升级: 通货铸造授权
thermalexpansion:augment:337, 升级: 齿轮工作模具
thermalexpansion:augment:352, 升级: 热量对流循环
thermalexpansion:augment:368, 升级: 原油回流蒸馏
thermalexpansion:augment:369, 升级: 炼金术反应釜
thermalexpansion:augment:400, 升级: 通量链接集合
thermalexpansion:augment:401, 升级: 通量维修复原
thermalexpansion:augment:402, 升级: 抛物通量耦合
thermalexpansion:augment:416, 升级: 生物离心分解
thermalexpansion:augment:432, 升级: 模板精确对准
thermalexpansion:augment:433, 升级: 流体循环制造
thermalexpansion:augment:448, 升级: 反应催化试剂
thermalexpansion:augment:496, 升级: 火成碎屑注入
thermalexpansion:augment:497, 升级: 碎屑沉积
thermalexpansion:augment:512, 升级: 辅助传动线圈
thermalexpansion:augment:513, 升级: 燃料催化加速
thermalexpansion:augment:514, 升级: 传输线圈管道
thermalexpansion:augment:515, 升级: 励磁限制装置
thermalexpansion:augment:576, 升级: 蒸汽锅炉转化
thermalexpansion:augment:640, 升级: 涡轮增压装置
thermalexpansion:augment:656, 升级: 熵增抑制容器
thermalexpansion:augment:672, 升级: 闭环冷却系统
thermalexpansion:augment:673, 升级: 缸内喷射点火
thermalexpansion:augment:674, 升级: 煽动流形
thermalexpansion:augment:688, 升级: 基础反应催化
thermalexpansion:augment:704, 升级: 魔力弱化分离
thermalexpansion:augment:720, 升级: 宝石印刻校准
thermalexpansion:florb:0, 流体球 (空§r)
thermalexpansion:florb:1, 熔岩流体球 (空§r)
thermalexpansion:morb:0, 生物球 (空§r)
thermalexpansion:morb:1, 可复用生物球 (空§r)
extrautils2:snowglobe:0, 魔幻雪世界球
extrautils2:snowglobe:1, 魔幻雪世界球
extrautils2:wateringcan, 洒水壶
extrautils2:itemcreativedestructionwand, 创造破坏之杖
extrautils2:unstableingots:0, 不稳定金属锭
extrautils2:unstableingots:1, 稳定的不稳定金属粒
extrautils2:unstableingots:2, 稳定的不稳定金属锭
extrautils2:itembuilderswand, 建筑之杖
extrautils2:itemdestructionwand, 破坏之杖
extrautils2:itemcreativebuilderswand, 创造建筑之杖
extrautils2:soundmuffler, 消音器
extrautils2:decorativesolidwood:0, 魔法木板
extrautils2:decorativesolidwood:1, 魔法木头
extrautils2:decorativesolidwood:2, 錾制木头
extrautils2:trashcan, 垃圾桶
extrautils2:trashcanfluid, 垃圾桶（流体）
extrautils2:trashcanenergy, 垃圾桶（能量）
extrautils2:angelblock, 天使方块
extrautils2:passivegenerator:0, 太阳能面板
extrautils2:passivegenerator:1, 月光面板
extrautils2:passivegenerator:2, 熔岩发电机
extrautils2:passivegenerator:3, 水力发电机
extrautils2:passivegenerator:4, 风力发电机
extrautils2:passivegenerator:5, 火力发电机
extrautils2:passivegenerator:6, 创造模式发电机
extrautils2:passivegenerator:7, 手动发电机
extrautils2:passivegenerator:8, 龙蛋发电机
extrautils2:supermobspawner, 重构的刷怪箱
extrautils2:cursedearth, 诅咒之土
extrautils2:redstoneclock, 红石钟
extrautils2:compressedcobblestone:0, 压缩圆石
extrautils2:compressedcobblestone:1, 二重压缩圆石
extrautils2:compressedcobblestone:2, 三重压缩圆石
extrautils2:compressedcobblestone:3, 四重压缩圆石
extrautils2:compressedcobblestone:4, 五重压缩圆石
extrautils2:compressedcobblestone:5, 六重压缩圆石
extrautils2:compressedcobblestone:6, 七重压缩圆石
extrautils2:compressedcobblestone:7, 八重压缩圆石
extrautils2:compresseddirt:0, 压缩泥土
extrautils2:compresseddirt:1, 二重压缩泥土
extrautils2:compresseddirt:2, 三重压缩泥土
extrautils2:compresseddirt:3, 四重压缩泥土
extrautils2:compressedsand:0, 压缩沙子
extrautils2:compressedsand:1, 二重压缩沙子
extrautils2:compressedgravel:0, 压缩沙砾
extrautils2:compressedgravel:1, 二重压缩沙砾
extrautils2:compressednetherrack:0, 压缩地狱岩
extrautils2:compressednetherrack:1, 二重压缩地狱岩
extrautils2:compressednetherrack:2, 三重压缩地狱岩
extrautils2:compressednetherrack:3, 四重压缩地狱岩
extrautils2:compressednetherrack:4, 五重压缩地狱岩
extrautils2:compressednetherrack:5, 六重压缩地狱岩
extrautils2:glasscutter, 玻璃切割刀
extrautils2:endershard, 末影碎片
extrautils2:sickle_wood, 木镰刀
extrautils2:sickle_stone, 石镰刀
extrautils2:sickle_iron, 铁镰刀
extrautils2:sickle_gold, 金镰刀
extrautils2:sickle_diamond, 钻石镰刀
extrautils2:poweroverload, 能量过载器
extrautils2:resonator, 共振仪
extrautils2:suncrystal, 太阳晶体
extrautils2:spotlight, 聚光灯
extrautils2:screen, 屏幕
extrautils2:decorativesolid:0, 镶边石头
extrautils2:decorativesolid:1, 交错石头
extrautils2:decorativesolid:2, 磨制石头
extrautils2:decorativesolid:3, 烧制石头
extrautils2:decorativesolid:4, 沙化玻璃
extrautils2:decorativesolid:5, 錾制石头
extrautils2:decorativesolid:6, 蓝色石英
extrautils2:decorativesolid:7, 焦黑石英
extrautils2:decorativesolid:8, 彩虹石
extrautils2:ingredients:0, 共振红石水晶
extrautils2:ingredients:1, 红石齿轮
extrautils2:ingredients:2, 红石之眼
extrautils2:ingredients:3, 月球之尘
extrautils2:ingredients:4, 红煤
extrautils2:ingredients:5, 月之石
extrautils2:ingredients:6, 速度升级
extrautils2:ingredients:7, 堆叠升级
extrautils2:ingredients:8, 挖掘升级
extrautils2:ingredients:9, 基础升级
extrautils2:ingredients:10, 邪恶点滴
extrautils2:ingredients:11, 恶魔锭
extrautils2:ingredients:12, 附魔锭
extrautils2:ingredients:13, 无线RF加热线圈
extrautils2:ingredients:14, 蓝色染料
extrautils2:ingredients:15, 速度升级（魔法）
extrautils2:ingredients:16, 速度升级（极限）
extrautils2:ingredients:17, 恶魔灌注铁锭
extrautils2:goldenlasso:0, 黄金套索
extrautils2:goldenlasso:1, 诅咒套索
extrautils2:chickenring:0, 鸡翅膀指环
extrautils2:chickenring:1, 飞行鱿鱼指环
extrautils2:angelring:0, 天使指环
extrautils2:angelring:1, 天使指环
extrautils2:angelring:2, 天使指环
extrautils2:angelring:3, 天使指环
extrautils2:angelring:4, 天使指环
extrautils2:angelring:5, 天使指环
extrautils2:powermanager, 能量管理器
extrautils2:bagofholding, 手袋
extrautils2:decorativeglass:0, 增厚玻璃
extrautils2:decorativeglass:1, 增厚玻璃（镶边）
extrautils2:decorativeglass:2, 增厚玻璃（印花）
extrautils2:decorativeglass:3, 暗色玻璃
extrautils2:decorativeglass:4, 荧石玻璃
extrautils2:decorativeglass:5, 红石玻璃
extrautils2:ineffableglass:0, 空灵玻璃
extrautils2:ineffableglass:1, 反转空灵玻璃
extrautils2:ineffableglass:2, 奇妙玻璃
extrautils2:ineffableglass:3, 深色奇妙玻璃
extrautils2:pipe, 传输管道
extrautils2:playerchest, 玩家箱子
extrautils2:wrench, 扳手
extrautils2:boomerang, 魔法回旋镖
extrautils2:book, 实用设备手册
extrautils2:contract, 契约
extrautils2:chunkloader, 区块加载之杖
extrautils2:filter, 过滤器
extrautils2:filterfluids, 流体过滤
extrautils2:grocket:0, 传输节点（物品）
extrautils2:grocket:1, 过滤节点
extrautils2:grocket:2, 传输节点（流体）
extrautils2:grocket:3, 抽取节点（物品）
extrautils2:grocket:4, 抽取节点（流体）
extrautils2:grocket:5, 传输导管过滤器
extrautils2:grocket:6, 传输节点（能源）
extrautils2:indexer, 检索器
extrautils2:indexerremote, 检索遥控器
extrautils2:crafter, 合成器
extrautils2:scanner, 扫描仪
extrautils2:miner, 挖掘器
extrautils2:user, 使用者
extrautils2:klein:0, 克莱因瓶
extrautils2:drum:0, 石桶
extrautils2:drum:1, 铁桶
extrautils2:drum:2, 强化桶
extrautils2:drum:3, 恶魔桶
extrautils2:drum:4, 创造桶
extrautils2:machine:0, 机器方块
extrautils2:machine:0, 电炉
extrautils2:machine:0, 粉碎机
extrautils2:machine:0, 附魔器
extrautils2:machine:0, 生存者发电机
extrautils2:machine:0, 熔炉发电机
extrautils2:machine:0, 厨用发电机
extrautils2:machine:0, 熔岩发电机
extrautils2:machine:0, 高热红石发电机
extrautils2:machine:0, 末影发电机
extrautils2:machine:0, 药水发电机
extrautils2:machine:0, 粉红发电机
extrautils2:machine:0, 超频发电机
extrautils2:machine:0, TNT发电机
extrautils2:machine:0, 下界之星发电机
extrautils2:machine:0, 龙息发电机
extrautils2:machine:0, 霜冻发电机
extrautils2:machine:0, 死亡发电机
extrautils2:machine:0, 祛魔发电机
extrautils2:machine:0, 史莱姆发电机
extrautils2:teleporter:0, 主世界之门
extrautils2:teleporter:1, 漆黑之门
extrautils2:powertransmitter, 无线RF传输器
extrautils2:powerbattery, 无线RF电池
extrautils2:quarryproxy, 量子采石场具现设备
extrautils2:quarry, 量子采石场
extrautils2:spike_wood, 木锥刺方块
extrautils2:spike_stone, 石锥刺方块
extrautils2:spike_iron, 铁锥刺方块
extrautils2:spike_gold, 金锥刺方块
extrautils2:spike_diamond, 钻石锥刺方块
extrautils2:spike_creative, 创造锥刺方块
extrautils2:redstonelantern, 红石灯笼
extrautils2:largishchest, 稍大的箱子
extrautils2:minichest, 迷你箱子
extrautils2:rainbowgenerator:0, 彩虹发电机！
extrautils2:rainbowgenerator:1, 彩虹发电机（下半部分）
extrautils2:rainbowgenerator:2, 彩虹发电机（上半部分）
extrautils2:magicapple, 魔法苹果
extrautils2:simpledecorative:0, 附魔金属块
extrautils2:simpledecorative:1, 恶魔金属块
extrautils2:simpledecorative:2, 恶魔灌注金属块
extrautils2:creativechest, 创造模式箱子
extrautils2:creativeenergy, 创造模式能量源
extrautils2:creativeharvest, 创造模式收割者
extrautils2:trowel, 瓦刀
extrautils2:biomemarker, 生物群系标记
extrautils2:terraformer:0, 地形转化仪
extrautils2:terraformer:1, 天线
extrautils2:terraformer:2, 加湿器
extrautils2:terraformer:3, 除湿器
extrautils2:terraformer:4, 加热器
extrautils2:terraformer:5, 制冷器
extrautils2:terraformer:6, 除怪器
extrautils2:terraformer:7, 魔法吸收器
extrautils2:terraformer:8, 魔法灌注器
extrautils2:terraformer:9, 基本气象单元
extrautils2:trashchest, 垃圾回收箱
extrautils2:opinium:0, Opinium核心（没价值的）
extrautils2:opinium:1, Opinium核心（普通的）
extrautils2:opinium:2, Opinium核心（尚可的）
extrautils2:opinium:3, Opinium核心（比较好的）
extrautils2:opinium:4, Opinium核心（上好的）
extrautils2:opinium:5, Opinium核心（非常棒的）
extrautils2:opinium:6, Opinium核心（让人诧异的）
extrautils2:opinium:7, Opinium核心（激动人心的）
extrautils2:opinium:8, Opinium核心（简直完美的）
extrautils2:lawsword, 鬼哭
extrautils2:flattransfernode:0, 平面传输节点（物品）
extrautils2:flattransfernode:1, 平面传输节点（流体）
extrautils2:analogcrafter, 模拟合成台
extrautils2:decorativebedrock:0, 基岩砖
extrautils2:decorativebedrock:1, 基岩台阶
extrautils2:decorativebedrock:2, 基岩圆石
extrautils2:compoundbow, 复合弓
extrautils2:fireaxe, 消防斧
extrautils2:interactionproxy, 末影代理器
extrautils2:luxsaber:0, 光剑
extrautils2:luxsaber:0, 光剑
extrautils2:luxsaber:1, 光剑
extrautils2:luxsaber:1, 光剑
extrautils2:luxsaber:2, 光剑
extrautils2:luxsaber:2, 光剑
extrautils2:luxsaber:3, 光剑
extrautils2:luxsaber:3, 光剑
extrautils2:luxsaber:4, 光剑
extrautils2:luxsaber:4, 光剑
extrautils2:luxsaber:5, 光剑
extrautils2:luxsaber:5, 光剑
extrautils2:luxsaber:6, 光剑
extrautils2:luxsaber:6, 光剑
extrautils2:luxsaber:7, 光剑
extrautils2:luxsaber:7, 光剑
extrautils2:ironwood_leaves:0, 铁-杜松树叶
extrautils2:ironwood_leaves:1, 烧焦的铁-杜松树叶
extrautils2:ironwood_log:0, 铁-杜松原木
extrautils2:ironwood_log:1, 铁-杜松原木
extrautils2:ironwood_sapling:0, 铁-杜松树苗
extrautils2:ironwood_sapling:1, 死亡的铁-杜松树苗
extrautils2:ironwood_planks:0, 铁-杜松木板
extrautils2:ironwood_planks:1, 原铁-杜松木板
thermaldynamics:duct_0:0, 铅石能量管道
thermaldynamics:duct_0:1, 硬化能量管道
thermaldynamics:duct_0:2, 红石能量管道
thermaldynamics:duct_0:3, 信素能量管道
thermaldynamics:duct_0:4, 谐振能量管道
thermaldynamics:duct_0:5, 凛冰固化能量管道
thermaldynamics:duct_0:6, 红石能量管道（空）
thermaldynamics:duct_0:7, 信素能量管道（空）
thermaldynamics:duct_0:8, 谐振能量管道（空）
thermaldynamics:duct_0:9, 凛冰固化能量管道（空）
thermaldynamics:duct_16:0, 约束流体管道
thermaldynamics:duct_16:1, 不透明约束流体管道
thermaldynamics:duct_16:2, 硬化流体管道
thermaldynamics:duct_16:3, 不透明硬化流体管道
thermaldynamics:duct_16:4, 信素流体管道
thermaldynamics:duct_16:5, 不透明信素流体管道
thermaldynamics:duct_16:6, 极速层流流体管道
thermaldynamics:duct_16:7, 不透明极速层流流体管道
thermaldynamics:duct_32:0, 真空基础物品管道
thermaldynamics:duct_32:0, 致密基础物品管道
thermaldynamics:duct_32:0, 基础物品管道
thermaldynamics:duct_32:1, 真空不透明基础物品管道
thermaldynamics:duct_32:1, 致密不透明基础物品管道
thermaldynamics:duct_32:1, 不透明基础物品管道
thermaldynamics:duct_32:2, 真空动能物品管道
thermaldynamics:duct_32:2, 致密动能物品管道
thermaldynamics:duct_32:2, 动能物品管道
thermaldynamics:duct_32:3, 真空不透明动能物品管道
thermaldynamics:duct_32:3, 致密不透明动能物品管道
thermaldynamics:duct_32:3, 不透明动能物品管道
thermaldynamics:duct_32:4, 真空信素物品管道
thermaldynamics:duct_32:4, 致密信素物品管道
thermaldynamics:duct_32:4, 信素物品管道
thermaldynamics:duct_32:5, 真空不透明信素物品管道
thermaldynamics:duct_32:5, 致密不透明信素物品管道
thermaldynamics:duct_32:5, 不透明信素物品管道
thermaldynamics:duct_32:6, 真空信素推进物品管道
thermaldynamics:duct_32:6, 致密信素推进物品管道
thermaldynamics:duct_32:6, 信素推进物品管道
thermaldynamics:duct_32:7, 真空不透明信素推进物品管道
thermaldynamics:duct_32:7, 致密不透明信素推进物品管道
thermaldynamics:duct_32:7, 不透明信素推进物品管道
thermaldynamics:duct_48:0, 结构管道
thermaldynamics:duct_64:0, 旅行管道
thermaldynamics:duct_64:1, 远程旅行管道
thermaldynamics:duct_64:2, 远程连接旅行管道
thermaldynamics:duct_64:3, 旅行管道（未处理）
thermaldynamics:servo:0, 伺服器
thermaldynamics:servo:1, 硬化伺服器
thermaldynamics:servo:2, 强化伺服器
thermaldynamics:servo:3, 信素伺服器
thermaldynamics:servo:4, 谐振伺服器
thermaldynamics:filter:0, 过滤器
thermaldynamics:filter:1, 硬化过滤器
thermaldynamics:filter:2, 强化过滤器
thermaldynamics:filter:3, 信素过滤器
thermaldynamics:filter:4, 谐振过滤器
thermaldynamics:retriever:0, 检索器
thermaldynamics:retriever:1, 硬化检索器
thermaldynamics:retriever:2, 强化检索器
thermaldynamics:retriever:3, 信素检索器
thermaldynamics:retriever:4, 谐振检索器
thermaldynamics:relay:0, 红石信号中继器
thermaldynamics:cover:0, 覆盖板：石头
thermaldynamics:cover:0, 覆盖板：花岗岩
thermaldynamics:cover:0, 覆盖板：磨制花岗岩
thermaldynamics:cover:0, 覆盖板：闪长岩
thermaldynamics:cover:0, 覆盖板：磨制闪长岩
thermaldynamics:cover:0, 覆盖板：安山岩
thermaldynamics:cover:0, 覆盖板：磨制安山岩
thermaldynamics:cover:0, 覆盖板：草方块
thermaldynamics:cover:0, 覆盖板：泥土
thermaldynamics:cover:0, 覆盖板：砂土
thermaldynamics:cover:0, 覆盖板：灰化土
thermaldynamics:cover:0, 覆盖板：圆石
thermaldynamics:cover:0, 覆盖板：橡木木板
thermaldynamics:cover:0, 覆盖板：云杉木板
thermaldynamics:cover:0, 覆盖板：白桦木板
thermaldynamics:cover:0, 覆盖板：丛林木板
thermaldynamics:cover:0, 覆盖板：金合欢木板
thermaldynamics:cover:0, 覆盖板：深色橡木木板
thermaldynamics:cover:0, 覆盖板：基岩
thermaldynamics:cover:0, 覆盖板：沙子
thermaldynamics:cover:0, 覆盖板：红沙
thermaldynamics:cover:0, 覆盖板：沙砾
thermaldynamics:cover:0, 覆盖板：金矿石
thermaldynamics:cover:0, 覆盖板：铁矿石
thermaldynamics:cover:0, 覆盖板：煤矿石
thermaldynamics:cover:0, 覆盖板：橡木
thermaldynamics:cover:0, 覆盖板：云杉木
thermaldynamics:cover:0, 覆盖板：白桦木
thermaldynamics:cover:0, 覆盖板：丛林木
thermaldynamics:cover:0, 覆盖板：橡树树叶
thermaldynamics:cover:0, 覆盖板：云杉树叶
thermaldynamics:cover:0, 覆盖板：白桦树叶
thermaldynamics:cover:0, 覆盖板：丛林树叶
thermaldynamics:cover:0, 覆盖板：海绵
thermaldynamics:cover:0, 覆盖板：湿海绵
thermaldynamics:cover:0, 覆盖板：玻璃
thermaldynamics:cover:0, 覆盖板：青金石矿石
thermaldynamics:cover:0, 覆盖板：青金石块
thermaldynamics:cover:0, 覆盖板：砂岩
thermaldynamics:cover:0, 覆盖板：錾制砂岩
thermaldynamics:cover:0, 覆盖板：切制砂岩
thermaldynamics:cover:0, 覆盖板：白色羊毛
thermaldynamics:cover:0, 覆盖板：橙色羊毛
thermaldynamics:cover:0, 覆盖板：品红色羊毛
thermaldynamics:cover:0, 覆盖板：淡蓝色羊毛
thermaldynamics:cover:0, 覆盖板：黄色羊毛
thermaldynamics:cover:0, 覆盖板：黄绿色羊毛
thermaldynamics:cover:0, 覆盖板：粉红色羊毛
thermaldynamics:cover:0, 覆盖板：灰色羊毛
thermaldynamics:cover:0, 覆盖板：淡灰色羊毛
thermaldynamics:cover:0, 覆盖板：青色羊毛
thermaldynamics:cover:0, 覆盖板：紫色羊毛
thermaldynamics:cover:0, 覆盖板：蓝色羊毛
thermaldynamics:cover:0, 覆盖板：棕色羊毛
thermaldynamics:cover:0, 覆盖板：绿色羊毛
thermaldynamics:cover:0, 覆盖板：红色羊毛
thermaldynamics:cover:0, 覆盖板：黑色羊毛
thermaldynamics:cover:0, 覆盖板：金块
thermaldynamics:cover:0, 覆盖板：铁块
thermaldynamics:cover:0, 覆盖板：石台阶
thermaldynamics:cover:0, 覆盖板：砂岩台阶
thermaldynamics:cover:0, 覆盖板：圆石台阶
thermaldynamics:cover:0, 覆盖板：砖台阶
thermaldynamics:cover:0, 覆盖板：石砖台阶
thermaldynamics:cover:0, 覆盖板：地狱砖台阶
thermaldynamics:cover:0, 覆盖板：石英台阶
thermaldynamics:cover:0, 覆盖板：砖块
thermaldynamics:cover:0, 覆盖板：TNT
thermaldynamics:cover:0, 覆盖板：书架
thermaldynamics:cover:0, 覆盖板：苔石
thermaldynamics:cover:0, 覆盖板：黑曜石
thermaldynamics:cover:0, 覆盖板：橡木楼梯
thermaldynamics:cover:0, 覆盖板：钻石矿石
thermaldynamics:cover:0, 覆盖板：钻石块
thermaldynamics:cover:0, 覆盖板：工作台
